"match","date","team_1","team_2","season","venue","toss_winner","toss_decision","is_superover","is_result","is_duckworthlewis","win_type","won_by","winner","mom","first_umpire","second_empire","city","host_country"
"124","17-Mar-10","Delhi Daredevils","Mumbai Indians","3","Feroz Shah Kotla","Delhi Daredevils","field","0","1","0","by runs","98","Mumbai Indians","SR Tendulkar","BR Doctrove","SK Tarapore","Delhi","India"
"125","18-Mar-10","Royal Challengers Bangalore","Rajasthan Royals","3","M Chinnaswamy Stadium","Royal Challengers Bangalore","field","0","1","0","by wickets","10","Royal Challengers Bangalore","JH Kallis","K Hariharan","DJ Harper","Bangalore","India"
"126","19-Mar-10","Delhi Daredevils","Chennai Super Kings","3","Feroz Shah Kotla","Delhi Daredevils","bat","0","1","0","by wickets","5","Chennai Super Kings","ML Hayden","BR Doctrove","SK Tarapore","Delhi","India"
"127","19-Mar-10","Deccan Chargers","Kings XI Punjab","3","Barabati Stadium","Kings XI Punjab","field","0","1","0","by runs","6","Deccan Chargers","A Symonds","BF Bowden","M Erasmus","Cuttack","India"
"128","20-Mar-10","Rajasthan Royals","Kolkata Knight Riders","3","Sardar Patel Stadium, Motera","Rajasthan Royals","bat","0","1","0","by runs","34","Rajasthan Royals","AA Jhunjhunwala","RE Koertzen","RB Tiffin","Ahmedabad","India"
"129","20-Mar-10","Mumbai Indians","Royal Challengers Bangalore","3","Brabourne Stadium","Mumbai Indians","bat","0","1","0","by wickets","7","Royal Challengers Bangalore","JH Kallis","HDPK Dharmasena","SS Hazare","Mumbai","India"
"130","21-Mar-10","Deccan Chargers","Delhi Daredevils","3","Barabati Stadium","Deccan Chargers","bat","0","1","0","by runs","10","Deccan Chargers","A Symonds","BF Bowden","M Erasmus","Cuttack","India"
"131","21-Mar-10","Chennai Super Kings","Kings XI Punjab","3","MA Chidambaram Stadium, Chepauk","Chennai Super Kings","field","1","1","0","Tie","NULL","Kings XI Punjab","J Theron","K Hariharan","DJ Harper","Chennai","India"
"132","22-Mar-10","Mumbai Indians","Kolkata Knight Riders","3","Brabourne Stadium","Kolkata Knight Riders","bat","0","1","0","by wickets","7","Mumbai Indians","SR Tendulkar","SS Hazare","SJA Taufel","Mumbai","India"
"133","23-Mar-10","Royal Challengers Bangalore","Chennai Super Kings","3","M Chinnaswamy Stadium","Chennai Super Kings","field","0","1","0","by runs","36","Royal Challengers Bangalore","RV Uthappa","RE Koertzen","RB Tiffin","Bangalore","India"
"134","24-Mar-10","Kings XI Punjab","Rajasthan Royals","3","Punjab Cricket Association Stadium, Mohali","Kings XI Punjab","field","0","1","0","by runs","31","Rajasthan Royals","AC Voges","BR Doctrove","SK Tarapore","Chandigarh","India"
"135","25-Mar-10","Mumbai Indians","Chennai Super Kings","3","Brabourne Stadium","Mumbai Indians","field","0","1","0","by wickets","5","Mumbai Indians","SR Tendulkar","BF Bowden","AM Saheba","Mumbai","India"
"136","26-Mar-10","Rajasthan Royals","Deccan Chargers","3","Sardar Patel Stadium, Motera","Deccan Chargers","bat","0","1","0","by wickets","8","Rajasthan Royals","YK Pathan","HDPK Dharmasena","SJA Taufel","Ahmedabad","India"
"137","27-Mar-10","Kings XI Punjab","Kolkata Knight Riders","3","Punjab Cricket Association Stadium, Mohali","Kolkata Knight Riders","bat","0","1","0","by runs","39","Kolkata Knight Riders","MK Tiwary","BR Doctrove","S Ravi","Chandigarh","India"
"138","25-Mar-10","Royal Challengers Bangalore","Delhi Daredevils","3","M Chinnaswamy Stadium","Royal Challengers Bangalore","field","0","1","0","by runs","17","Delhi Daredevils","KM Jadhav","BG Jerling","RE Koertzen","Bangalore","India"
"139","28-Mar-10","Rajasthan Royals","Chennai Super Kings","3","Sardar Patel Stadium, Motera","Rajasthan Royals","bat","0","1","0","by runs","17","Rajasthan Royals","NV Ojha","SS Hazare","SJA Taufel","Ahmedabad","India"
"140","28-Mar-10","Deccan Chargers","Mumbai Indians","3","Dr DY Patil Sports Academy","Deccan Chargers","field","0","1","0","by runs","41","Mumbai Indians","Harbhajan Singh","S Das","K Hariharan","Mumbai","India"
"141","29-Mar-10","Delhi Daredevils","Kolkata Knight Riders","3","Feroz Shah Kotla","Delhi Daredevils","bat","0","1","0","by runs","40","Delhi Daredevils","DA Warner","SS Hazare","SJA Taufel","Delhi","India"
"142","30-Mar-10","Mumbai Indians","Kings XI Punjab","3","Brabourne Stadium","Mumbai Indians","field","0","1","0","by wickets","4","Mumbai Indians","SL Malinga","BR Doctrove","SK Tarapore","Mumbai","India"
"143","31-Mar-10","Chennai Super Kings","Royal Challengers Bangalore","3","MA Chidambaram Stadium, Chepauk","Royal Challengers Bangalore","bat","0","1","0","by wickets","5","Chennai Super Kings","M Vijay","BG Jerling","RE Koertzen","Chennai","India"
"144","31-Mar-10","Delhi Daredevils","Rajasthan Royals","3","Feroz Shah Kotla","Delhi Daredevils","bat","0","1","0","by runs","67","Delhi Daredevils","KD Karthik","HDPK Dharmasena","SJA Taufel","Delhi","India"
"145","1-Apr-10","Kolkata Knight Riders","Deccan Chargers","3","Eden Gardens","Kolkata Knight Riders","bat","0","1","0","by runs","24","Kolkata Knight Riders","SC Ganguly","K Hariharan","DJ Harper","Kolkata","India"
"146","2-Apr-10","Kings XI Punjab","Royal Challengers Bangalore","3","Punjab Cricket Association Stadium, Mohali","Kings XI Punjab","bat","0","1","0","by wickets","6","Royal Challengers Bangalore","KP Pietersen","BF Bowden","M Erasmus","Chandigarh","India"
"147","3-Apr-10","Chennai Super Kings","Rajasthan Royals","3","MA Chidambaram Stadium, Chepauk","Chennai Super Kings","bat","0","1","0","by runs","23","Chennai Super Kings","M Vijay","RE Koertzen","RB Tiffin","Chennai","India"
"148","3-Apr-10","Mumbai Indians","Deccan Chargers","3","Brabourne Stadium","Mumbai Indians","bat","0","1","0","by runs","63","Mumbai Indians","AT Rayudu","BR Doctrove","S Ravi","Mumbai","India"
"149","4-Apr-10","Kolkata Knight Riders","Kings XI Punjab","3","Eden Gardens","Kolkata Knight Riders","bat","0","1","0","by wickets","8","Kings XI Punjab","DPMD Jayawardene","S Asnani","DJ Harper","Kolkata","India"
"150","4-Apr-10","Delhi Daredevils","Royal Challengers Bangalore","3","Feroz Shah Kotla","Delhi Daredevils","bat","0","1","0","by runs","37","Delhi Daredevils","PD Collingwood","BF Bowden","M Erasmus","Delhi","India"
"151","5-Apr-10","Deccan Chargers","Rajasthan Royals","3","Vidarbha Cricket Association Stadium, Jamtha","Rajasthan Royals","bat","0","1","0","by runs","2","Rajasthan Royals","SK Warne","HDPK Dharmasena","SJA Taufel","Nagpur","India"
"152","6-Apr-10","Chennai Super Kings","Mumbai Indians","3","MA Chidambaram Stadium, Chepauk","Chennai Super Kings","bat","0","1","0","by runs","24","Chennai Super Kings","SK Raina","S Asnani","DJ Harper","Chennai","India"
"153","7-Apr-10","Rajasthan Royals","Kings XI Punjab","3","Sawai Mansingh Stadium","Kings XI Punjab","bat","0","1","0","by wickets","9","Rajasthan Royals","MJ Lumb","S Ravi","SK Tarapore","Jaipur","India"
"154","7-Apr-10","Kolkata Knight Riders","Delhi Daredevils","3","Eden Gardens","Kolkata Knight Riders","bat","0","1","0","by runs","14","Kolkata Knight Riders","SC Ganguly","BG Jerling","RE Koertzen","Kolkata","India"
"155","8-Apr-10","Royal Challengers Bangalore","Deccan Chargers","3","M Chinnaswamy Stadium","Deccan Chargers","field","0","1","0","by wickets","7","Deccan Chargers","TL Suman","S Asnani","DJ Harper","Bangalore","India"
"156","9-Apr-10","Kings XI Punjab","Mumbai Indians","3","Punjab Cricket Association Stadium, Mohali","Mumbai Indians","bat","0","1","0","by wickets","6","Kings XI Punjab","KC Sangakkara","M Erasmus","AM Saheba","Chandigarh","India"
"157","10-Apr-10","Deccan Chargers","Chennai Super Kings","3","Vidarbha Cricket Association Stadium, Jamtha","Chennai Super Kings","bat","0","1","0","by wickets","6","Deccan Chargers","RJ Harris","HDPK Dharmasena","SJA Taufel","Nagpur","India"
"158","10-Apr-10","Royal Challengers Bangalore","Kolkata Knight Riders","3","M Chinnaswamy Stadium","Royal Challengers Bangalore","field","0","1","0","by wickets","7","Royal Challengers Bangalore","R Vinay Kumar","K Hariharan","DJ Harper","Bangalore","India"
"159","11-Apr-10","Delhi Daredevils","Kings XI Punjab","3","Feroz Shah Kotla","Delhi Daredevils","bat","0","1","0","by wickets","7","Kings XI Punjab","PP Chawla","BF Bowden","AM Saheba","Delhi","India"
"160","11-Apr-10","Rajasthan Royals","Mumbai Indians","3","Sawai Mansingh Stadium","Rajasthan Royals","field","0","1","0","by runs","37","Mumbai Indians","SR Tendulkar","BR Doctrove","SK Tarapore","Jaipur","India"
"161","12-Apr-10","Deccan Chargers","Royal Challengers Bangalore","3","Vidarbha Cricket Association Stadium, Jamtha","Royal Challengers Bangalore","field","0","1","0","by runs","13","Deccan Chargers","Harmeet Singh","RE Koertzen","RB Tiffin","Nagpur","India"
"162","13-Apr-10","Mumbai Indians","Delhi Daredevils","3","Brabourne Stadium","Mumbai Indians","bat","0","1","0","by runs","39","Mumbai Indians","KA Pollard","S Asnani","DJ Harper","Mumbai","India"
"163","13-Apr-10","Chennai Super Kings","Kolkata Knight Riders","3","MA Chidambaram Stadium, Chepauk","Kolkata Knight Riders","bat","0","1","0","by wickets","9","Chennai Super Kings","R Ashwin","SS Hazare","SJA Taufel","Chennai","India"
"164","14-Apr-10","Rajasthan Royals","Royal Challengers Bangalore","3","Sawai Mansingh Stadium","Rajasthan Royals","bat","0","1","0","by wickets","5","Royal Challengers Bangalore","KP Pietersen","BR Doctrove","S Ravi","Jaipur","India"
"165","15-Apr-10","Chennai Super Kings","Delhi Daredevils","3","MA Chidambaram Stadium, Chepauk","Chennai Super Kings","bat","0","1","0","by wickets","6","Delhi Daredevils","G Gambhir","HDPK Dharmasena","SS Hazare","Chennai","India"
"166","16-Apr-10","Kings XI Punjab","Deccan Chargers","3","Himachal Pradesh Cricket Association Stadium","Deccan Chargers","field","0","1","0","by wickets","5","Deccan Chargers","RG Sharma","M Erasmus","AM Saheba","Dharamsala","India"
"167","17-Apr-10","Royal Challengers Bangalore","Mumbai Indians","3","M Chinnaswamy Stadium","Royal Challengers Bangalore","field","0","1","0","by runs","57","Mumbai Indians","R McLaren","HDPK Dharmasena","SJA Taufel","Bangalore","India"
"168","17-Apr-10","Kolkata Knight Riders","Rajasthan Royals","3","Eden Gardens","Rajasthan Royals","bat","0","1","0","by wickets","8","Kolkata Knight Riders","JD Unadkat","BG Jerling","RB Tiffin","Kolkata","India"
"169","18-Apr-10","Kings XI Punjab","Chennai Super Kings","3","Himachal Pradesh Cricket Association Stadium","Chennai Super Kings","field","0","1","0","by wickets","6","Chennai Super Kings","MS Dhoni","BF Bowden","AM Saheba","Dharamsala","India"
"170","18-Apr-10","Delhi Daredevils","Deccan Chargers","3","Feroz Shah Kotla","Deccan Chargers","bat","0","1","0","by runs","11","Deccan Chargers","A Symonds","BR Doctrove","SK Tarapore","Delhi","India"
"171","19-Apr-10","Kolkata Knight Riders","Mumbai Indians","3","Eden Gardens","Mumbai Indians","bat","0","1","0","by wickets","9","Kolkata Knight Riders","M Kartik","BG Jerling","RE Koertzen","Kolkata","India"
"172","21-Apr-10","Royal Challengers Bangalore","Mumbai Indians","3","Dr DY Patil Sports Academy","Mumbai Indians","bat","0","1","0","by runs","35","Mumbai Indians","KA Pollard","BR Doctrove","RB Tiffin","Mumbai","India"
"173","22-Apr-10","Chennai Super Kings","Deccan Chargers","3","Dr DY Patil Sports Academy","Chennai Super Kings","bat","0","1","0","by runs","38","Chennai Super Kings","DE Bollinger","BR Doctrove","RB Tiffin","Mumbai","India"
"174","24-Apr-10","Royal Challengers Bangalore","Deccan Chargers","3","Dr DY Patil Sports Academy","Deccan Chargers","bat","0","1","0","by wickets","9","Royal Challengers Bangalore","A Kumble","RE Koertzen","SJA Taufel","Mumbai","India"
"175","25-Apr-10","Chennai Super Kings","Mumbai Indians","3","Dr DY Patil Sports Academy","Chennai Super Kings","bat","0","1","0","by runs","22","Chennai Super Kings","SK Raina","RE Koertzen","SJA Taufel","Mumbai","India"
"176","8-Apr-11","Chennai Super Kings","Kolkata Knight Riders","4","MA Chidambaram Stadium, Chepauk","Chennai Super Kings","bat","0","1","0","by runs","2","Chennai Super Kings","S Anirudha","BR Doctrove","PR Reiffel","Chennai","India"
"177","9-Apr-11","Deccan Chargers","Rajasthan Royals","4","Rajiv Gandhi International Stadium, Uppal","Rajasthan Royals","field","0","1","0","by wickets","8","Rajasthan Royals","SK Trivedi","RE Koertzen","SK Tarapore","Hyderabad","India"
"178","9-Apr-11","Kochi Tuskers Kerala","Royal Challengers Bangalore","4","Nehru Stadium","Kochi Tuskers Kerala","bat","0","1","0","by wickets","6","Royal Challengers Bangalore","AB de Villiers","HDPK Dharmasena","K Hariharan","Kochi","India"
"179","10-Apr-11","Delhi Daredevils","Mumbai Indians","4","Feroz Shah Kotla","Delhi Daredevils","bat","0","1","0","by wickets","8","Mumbai Indians","SL Malinga","AM Saheba","RB Tiffin","Delhi","India"
"180","10-Apr-11","Pune Warriors","Kings XI Punjab","4","Dr DY Patil Sports Academy","Kings XI Punjab","bat","0","1","0","by wickets","7","Pune Warriors","SB Wagh","BR Doctrove","PR Reiffel","Mumbai","India"
"181","11-Apr-11","Kolkata Knight Riders","Deccan Chargers","4","Eden Gardens","Kolkata Knight Riders","bat","0","1","0","by runs","9","Kolkata Knight Riders","JH Kallis","RE Koertzen","SK Tarapore","Kolkata","India"
"182","12-Apr-11","Rajasthan Royals","Delhi Daredevils","4","Sawai Mansingh Stadium","Delhi Daredevils","bat","0","1","0","by wickets","6","Rajasthan Royals","SK Warne","Aleem Dar","RB Tiffin","Jaipur","India"
"183","12-Apr-11","Royal Challengers Bangalore","Mumbai Indians","4","M Chinnaswamy Stadium","Mumbai Indians","field","0","1","0","by wickets","9","Mumbai Indians","SR Tendulkar","HDPK Dharmasena","AL Hill","Bangalore","India"
"184","13-Apr-11","Kings XI Punjab","Chennai Super Kings","4","Punjab Cricket Association Stadium, Mohali","Kings XI Punjab","field","0","1","0","by wickets","6","Kings XI Punjab","PC Valthaty","Asad Rauf","SL Shastri","Chandigarh","India"
"185","13-Apr-11","Pune Warriors","Kochi Tuskers Kerala","4","Dr DY Patil Sports Academy","Kochi Tuskers Kerala","bat","0","1","0","by wickets","4","Pune Warriors","MD Mishra","S Asnani","PR Reiffel","Mumbai","India"
"186","14-Apr-11","Deccan Chargers","Royal Challengers Bangalore","4","Rajiv Gandhi International Stadium, Uppal","Royal Challengers Bangalore","field","0","1","0","by runs","33","Deccan Chargers","DW Steyn","RE Koertzen","S Ravi","Hyderabad","India"
"187","15-Apr-11","Rajasthan Royals","Kolkata Knight Riders","4","Sawai Mansingh Stadium","Kolkata Knight Riders","field","0","1","0","by wickets","9","Kolkata Knight Riders","G Gambhir","Aleem Dar","SS Hazare","Jaipur","India"
"188","15-Apr-11","Mumbai Indians","Kochi Tuskers Kerala","4","Wankhede Stadium","Kochi Tuskers Kerala","field","0","1","0","by wickets","8","Kochi Tuskers Kerala","BB McCullum","BR Doctrove","PR Reiffel","Mumbai","India"
"189","16-Apr-11","Chennai Super Kings","Royal Challengers Bangalore","4","MA Chidambaram Stadium, Chepauk","Chennai Super Kings","bat","0","1","0","by runs","21","Chennai Super Kings","MEK Hussey","HDPK Dharmasena","AL Hill","Chennai","India"
"190","16-Apr-11","Deccan Chargers","Kings XI Punjab","4","Rajiv Gandhi International Stadium, Uppal","Kings XI Punjab","field","0","1","0","by wickets","8","Kings XI Punjab","PC Valthaty","RE Koertzen","S Ravi","Hyderabad","India"
"191","17-Apr-11","Pune Warriors","Delhi Daredevils","4","Dr DY Patil Sports Academy","Delhi Daredevils","field","0","1","0","by wickets","3","Delhi Daredevils","Yuvraj Singh","Asad Rauf","AM Saheba","Mumbai","India"
"192","17-Apr-11","Kolkata Knight Riders","Rajasthan Royals","4","Eden Gardens","Kolkata Knight Riders","field","0","1","0","by wickets","8","Kolkata Knight Riders","L Balaji","Aleem Dar","RB Tiffin","Kolkata","India"
"193","18-Apr-11","Kochi Tuskers Kerala","Chennai Super Kings","4","Nehru Stadium","Kochi Tuskers Kerala","field","0","1","1","by wickets","7","Kochi Tuskers Kerala","BB McCullum","K Hariharan","AL Hill","Kochi","India"
"194","19-Apr-11","Delhi Daredevils","Deccan Chargers","4","Feroz Shah Kotla","Deccan Chargers","bat","0","1","0","by runs","16","Deccan Chargers","S Sohal","PR Reiffel","RJ Tucker","Delhi","India"
"195","20-Apr-11","Mumbai Indians","Pune Warriors","4","Wankhede Stadium","Pune Warriors","bat","0","1","0","by wickets","7","Mumbai Indians","MM Patel","Asad Rauf","AM Saheba","Mumbai","India"
"196","20-Apr-11","Kolkata Knight Riders","Kochi Tuskers Kerala","4","Eden Gardens","Kolkata Knight Riders","field","0","1","0","by runs","6","Kochi Tuskers Kerala","DPMD Jayawardene","Aleem Dar","RB Tiffin","Kolkata","India"
"197","21-Apr-11","Kings XI Punjab","Rajasthan Royals","4","Punjab Cricket Association Stadium, Mohali","Rajasthan Royals","field","0","1","0","by runs","48","Kings XI Punjab","SE Marsh","S Asnani","PR Reiffel","Chandigarh","India"
"198","22-Apr-11","Mumbai Indians","Chennai Super Kings","4","Wankhede Stadium","Chennai Super Kings","field","0","1","0","by runs","8","Mumbai Indians","Harbhajan Singh","Asad Rauf","AM Saheba","Mumbai","India"
"199","22-Apr-11","Kolkata Knight Riders","Royal Challengers Bangalore","4","Eden Gardens","Royal Challengers Bangalore","field","0","1","0","by wickets","9","Royal Challengers Bangalore","CH Gayle","SS Hazare","RB Tiffin","Kolkata","India"
"200","23-Apr-11","Delhi Daredevils","Kings XI Punjab","4","Feroz Shah Kotla","Kings XI Punjab","field","0","1","0","by runs","29","Delhi Daredevils","DA Warner","S Asnani","RE Koertzen","Delhi","India"
"201","24-Apr-11","Deccan Chargers","Mumbai Indians","4","Rajiv Gandhi International Stadium, Uppal","Deccan Chargers","field","0","1","0","by runs","37","Mumbai Indians","SL Malinga","HDPK Dharmasena","AL Hill","Hyderabad","India"
"202","24-Apr-11","Rajasthan Royals","Kochi Tuskers Kerala","4","Sawai Mansingh Stadium","Rajasthan Royals","field","0","1","0","by wickets","8","Rajasthan Royals","SK Warne","BR Doctrove","SK Tarapore","Jaipur","India"
"203","25-Apr-11","Chennai Super Kings","Pune Warriors","4","MA Chidambaram Stadium, Chepauk","Pune Warriors","field","0","1","0","by runs","25","Chennai Super Kings","MEK Hussey","Aleem Dar","RB Tiffin","Chennai","India"
"204","26-Apr-11","Delhi Daredevils","Royal Challengers Bangalore","4","Feroz Shah Kotla","Royal Challengers Bangalore","field","0","1","0","by wickets","3","Royal Challengers Bangalore","V Kohli","S Asnani","RJ Tucker","Delhi","India"
"205","27-Apr-11","Pune Warriors","Chennai Super Kings","4","Dr DY Patil Sports Academy","Pune Warriors","bat","0","1","0","by wickets","8","Chennai Super Kings","DE Bollinger","Asad Rauf","SL Shastri","Mumbai","India"
"206","27-Apr-11","Kochi Tuskers Kerala","Deccan Chargers","4","Nehru Stadium","Kochi Tuskers Kerala","field","0","1","0","by runs","55","Deccan Chargers","I Sharma","HDPK Dharmasena","AL Hill","Kochi","India"
"207","28-Apr-11","Delhi Daredevils","Kolkata Knight Riders","4","Feroz Shah Kotla","Delhi Daredevils","field","0","1","0","by runs","17","Kolkata Knight Riders","MK Tiwary","PR Reiffel","RJ Tucker","Delhi","India"
"208","29-Apr-11","Rajasthan Royals","Mumbai Indians","4","Sawai Mansingh Stadium","Rajasthan Royals","field","0","1","0","by wickets","7","Rajasthan Royals","J Botha","Asad Rauf","SK Tarapore","Jaipur","India"
"209","29-Apr-11","Royal Challengers Bangalore","Pune Warriors","4","M Chinnaswamy Stadium","Pune Warriors","field","0","1","0","by runs","26","Royal Challengers Bangalore","V Kohli","Aleem Dar","SS Hazare","Bangalore","India"
"210","30-Apr-11","Kochi Tuskers Kerala","Delhi Daredevils","4","Nehru Stadium","Delhi Daredevils","bat","0","1","0","by runs","38","Delhi Daredevils","V Sehwag","HDPK Dharmasena","AL Hill","Kochi","India"
"211","30-Apr-11","Kolkata Knight Riders","Kings XI Punjab","4","Eden Gardens","Kolkata Knight Riders","field","0","1","0","by wickets","8","Kolkata Knight Riders","Iqbal Abdulla","AM Saheba","SL Shastri","Kolkata","India"
"212","1-May-11","Rajasthan Royals","Pune Warriors","4","Sawai Mansingh Stadium","Rajasthan Royals","field","0","1","0","by wickets","6","Rajasthan Royals","LRPL Taylor","SK Tarapore","SJA Taufel","Jaipur","India"
"213","1-May-11","Chennai Super Kings","Deccan Chargers","4","MA Chidambaram Stadium, Chepauk","Chennai Super Kings","bat","0","1","0","by runs","19","Chennai Super Kings","JA Morkel","Aleem Dar","RB Tiffin","Chennai","India"
"214","2-May-11","Mumbai Indians","Kings XI Punjab","4","Wankhede Stadium","Kings XI Punjab","field","0","1","0","by runs","23","Mumbai Indians","KA Pollard","HDPK Dharmasena","PR Reiffel","Mumbai","India"
"215","2-May-11","Delhi Daredevils","Kochi Tuskers Kerala","4","Feroz Shah Kotla","Kochi Tuskers Kerala","field","0","1","0","by wickets","7","Kochi Tuskers Kerala","P Parameswaran","Asad Rauf","SL Shastri","Delhi","India"
"216","3-May-11","Deccan Chargers","Kolkata Knight Riders","4","Rajiv Gandhi International Stadium, Uppal","Deccan Chargers","field","0","1","0","by runs","20","Kolkata Knight Riders","YK Pathan","S Asnani","RJ Tucker","Hyderabad","India"
"217","4-May-11","Chennai Super Kings","Rajasthan Royals","4","MA Chidambaram Stadium, Chepauk","Rajasthan Royals","bat","0","1","0","by wickets","8","Chennai Super Kings","MEK Hussey","SS Hazare","RB Tiffin","Chennai","India"
"218","4-May-11","Pune Warriors","Mumbai Indians","4","Dr DY Patil Sports Academy","Pune Warriors","field","0","1","0","by runs","21","Mumbai Indians","R Sharma","HDPK Dharmasena","SJA Taufel","Mumbai","India"
"219","5-May-11","Kochi Tuskers Kerala","Kolkata Knight Riders","4","Nehru Stadium","Kolkata Knight Riders","field","0","1","0","by runs","17","Kochi Tuskers Kerala","BJ Hodge","S Ravi","RJ Tucker","Kochi","India"
"220","5-May-11","Deccan Chargers","Delhi Daredevils","4","Rajiv Gandhi International Stadium, Uppal","Delhi Daredevils","field","0","1","0","by wickets","4","Delhi Daredevils","V Sehwag","Asad Rauf","AM Saheba","Hyderabad","India"
"221","6-May-11","Royal Challengers Bangalore","Kings XI Punjab","4","M Chinnaswamy Stadium","Kings XI Punjab","field","0","1","0","by runs","85","Royal Challengers Bangalore","CH Gayle","Aleem Dar","RB Tiffin","Bangalore","India"
"222","7-May-11","Kolkata Knight Riders","Chennai Super Kings","4","Eden Gardens","Chennai Super Kings","bat","0","1","1","by runs","10","Kolkata Knight Riders","Iqbal Abdulla","Asad Rauf","PR Reiffel","Kolkata","India"
"223","7-May-11","Mumbai Indians","Delhi Daredevils","4","Wankhede Stadium","Delhi Daredevils","field","0","1","0","by runs","32","Mumbai Indians","AT Rayudu","K Hariharan","SJA Taufel","Mumbai","India"
"224","8-May-11","Royal Challengers Bangalore","Kochi Tuskers Kerala","4","M Chinnaswamy Stadium","Kochi Tuskers Kerala","bat","0","1","0","by wickets","9","Royal Challengers Bangalore","CH Gayle","Aleem Dar","SS Hazare","Bangalore","India"
"225","8-May-11","Kings XI Punjab","Pune Warriors","4","Punjab Cricket Association Stadium, Mohali","Kings XI Punjab","bat","0","1","0","by wickets","5","Pune Warriors","R Sharma","SK Tarapore","RJ Tucker","Chandigarh","India"
"226","9-May-11","Rajasthan Royals","Chennai Super Kings","4","Sawai Mansingh Stadium","Rajasthan Royals","field","0","1","0","by runs","63","Chennai Super Kings","M Vijay","K Hariharan","SJA Taufel","Jaipur","India"
"227","10-May-11","Deccan Chargers","Pune Warriors","4","Rajiv Gandhi International Stadium, Uppal","Deccan Chargers","bat","0","1","0","by wickets","6","Pune Warriors","MR Marsh","Asad Rauf","AM Saheba","Hyderabad","India"
"228","10-May-11","Kings XI Punjab","Mumbai Indians","4","Punjab Cricket Association Stadium, Mohali","Mumbai Indians","field","0","1","0","by runs","76","Kings XI Punjab","BA Bhatt","SK Tarapore","RJ Tucker","Chandigarh","India"
"229","11-May-11","Rajasthan Royals","Royal Challengers Bangalore","4","Sawai Mansingh Stadium","Royal Challengers Bangalore","field","0","1","0","by wickets","9","Royal Challengers Bangalore","S Aravind","HDPK Dharmasena","K Hariharan","Jaipur","India"
"230","12-May-11","Chennai Super Kings","Delhi Daredevils","4","MA Chidambaram Stadium, Chepauk","Chennai Super Kings","bat","0","1","0","by runs","18","Chennai Super Kings","MS Dhoni","AM Saheba","SL Shastri","Chennai","India"
"231","13-May-11","Kochi Tuskers Kerala","Kings XI Punjab","4","Holkar Cricket Stadium","Kings XI Punjab","field","0","1","0","by wickets","6","Kings XI Punjab","KD Karthik","S Asnani","RJ Tucker","Indore","India"
"232","14-May-11","Royal Challengers Bangalore","Kolkata Knight Riders","4","M Chinnaswamy Stadium","Royal Challengers Bangalore","field","0","1","1","by wickets","4","Royal Challengers Bangalore","CH Gayle","RE Koertzen","RB Tiffin","Bangalore","India"
"233","14-May-11","Mumbai Indians","Deccan Chargers","4","Wankhede Stadium","Deccan Chargers","bat","0","1","0","by runs","10","Deccan Chargers","A Mishra","S Ravi","SK Tarapore","Mumbai","India"
"234","15-May-11","Kings XI Punjab","Delhi Daredevils","4","Himachal Pradesh Cricket Association Stadium","Delhi Daredevils","field","0","1","0","by runs","29","Kings XI Punjab","PP Chawla","Asad Rauf","SL Shastri","Dharamsala","India"
"235","15-May-11","Kochi Tuskers Kerala","Rajasthan Royals","4","Holkar Cricket Stadium","Kochi Tuskers Kerala","field","0","1","0","by wickets","8","Kochi Tuskers Kerala","BJ Hodge","PR Reiffel","RJ Tucker","Indore","India"
"236","16-May-11","Pune Warriors","Deccan Chargers","4","Dr DY Patil Sports Academy","Deccan Chargers","field","0","1","0","by wickets","6","Deccan Chargers","A Mishra","S Ravi","SK Tarapore","Mumbai","India"
"237","17-May-11","Kings XI Punjab","Royal Challengers Bangalore","4","Himachal Pradesh Cricket Association Stadium","Kings XI Punjab","bat","0","1","0","by runs","111","Kings XI Punjab","AC Gilchrist","Asad Rauf","AM Saheba","Dharamsala","India"
"238","18-May-11","Chennai Super Kings","Kochi Tuskers Kerala","4","MA Chidambaram Stadium, Chepauk","Chennai Super Kings","bat","0","1","0","by runs","11","Chennai Super Kings","WP Saha","HDPK Dharmasena","RE Koertzen","Chennai","India"
"239","19-May-11","Pune Warriors","Kolkata Knight Riders","4","Dr DY Patil Sports Academy","Kolkata Knight Riders","field","0","1","0","by wickets","7","Kolkata Knight Riders","YK Pathan","S Ravi","SJA Taufel","Mumbai","India"
"240","20-May-11","Mumbai Indians","Rajasthan Royals","4","Wankhede Stadium","Mumbai Indians","bat","0","1","0","by wickets","10","Rajasthan Royals","SR Watson","RE Koertzen","PR Reiffel","Mumbai","India"
"241","21-May-11","Kings XI Punjab","Deccan Chargers","4","Himachal Pradesh Cricket Association Stadium","Kings XI Punjab","field","0","1","0","by runs","82","Deccan Chargers","S Dhawan","Asad Rauf","AM Saheba","Dharamsala","India"
"242","21-May-11","Delhi Daredevils","Pune Warriors","4","Feroz Shah Kotla","Delhi Daredevils","bat","0","0","0","No Result","NULL","","","SS Hazare","RJ Tucker","Delhi","India"
"243","22-May-11","Royal Challengers Bangalore","Chennai Super Kings","4","M Chinnaswamy Stadium","Royal Challengers Bangalore","field","0","1","0","by wickets","8","Royal Challengers Bangalore","CH Gayle","K Hariharan","RE Koertzen","Bangalore","India"
